ts,statusword,mode_display,position,velocity,torque,current,error_code,rated_current,rated_torque,max_motor_speed,dc_bus_voltage,drive_temp,current_A,torque_Nm
1776839640.435784,567,1,46601921,2,18,20,0,4270,2391,6000,305,37,0.0854,0.043038
1776839640.5362852,567,1,46603065,0,17,17,0,4270,2391,6000,305,37,0.07259,0.040647
1776839640.6364293,567,1,46603005,0,16,15,0,4270,2391,6000,305,37,0.06405,0.038256
1776839640.736959,1591,1,46602958,0,16,15,0,4270,2391,6000,305,37,0.06405,0.038256
1776839640.837355,1591,1,46602926,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839640.9464855,1591,1,46602922,0,15,16,0,4270,2391,6000,305,37,0.06832,0.035865
1776839641.0472302,1591,1,46602914,0,15,15,0,4270,2391,6000,306,37,0.06405,0.035865
1776839641.147289,1591,1,46602910,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839641.2475693,1591,1,46602926,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839641.3483899,1591,1,46602936,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839641.4487448,1591,1,46602936,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839641.5489142,1591,1,46602940,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839641.6490576,1591,1,46602936,0,14,15,0,4270,2391,6000,306,37,0.06405,0.033474
1776839641.749401,1591,1,46602936,0,15,15,0,4270,2391,6000,306,37,0.06405,0.035865
1776839641.8499312,1591,1,46602940,0,14,15,0,4270,2391,6000,306,37,0.06405,0.033474
1776839641.983729,1591,1,46602898,0,14,15,0,4270,2391,6000,306,37,0.06405,0.033474
1776839642.084641,1591,1,46602894,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839642.1849916,1591,1,46602894,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839642.2851772,1591,1,46602910,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839642.3855088,1591,1,46602894,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839642.4858654,1591,1,46602894,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839642.586287,1591,1,46602898,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839642.6870732,1591,1,46602900,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839642.7873867,1591,1,46602930,0,15,14,0,4270,2391,6000,305,37,0.05978,0.035865
1776839642.8874748,1591,1,46602922,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839642.9880862,1591,1,46602914,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839643.0886328,1591,1,46602932,0,15,14,0,4270,2391,6000,305,37,0.05978,0.035865
1776839643.1888049,1591,1,46602936,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839643.2890685,1591,1,46602936,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839643.3891313,1591,1,46602932,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839643.4892514,1591,1,46602936,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839643.5897162,1591,1,46602948,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839643.690023,1591,1,46602936,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839643.7902565,1591,1,46602936,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839643.8904333,1591,1,46602910,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839643.9908428,1591,1,46602914,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839644.0911086,1591,1,46602914,0,15,14,0,4270,2391,6000,305,37,0.05978,0.035865
1776839644.1913307,1591,1,46602920,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839644.2914274,1591,1,46602904,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839644.3915613,1591,1,46602904,0,15,16,0,4270,2391,6000,305,37,0.06832,0.035865
1776839644.4917912,1591,1,46602900,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839644.5920658,1591,1,46602908,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839644.6924293,1591,1,46602898,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839644.7928824,1591,1,46602904,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839644.8929229,1591,1,46602894,0,15,15,0,4270,2391,6000,306,37,0.06405,0.035865
1776839644.9936984,1591,1,46602894,0,15,14,0,4270,2391,6000,306,37,0.05978,0.035865
1776839645.0940907,1591,1,46602894,0,14,14,0,4270,2391,6000,306,37,0.05978,0.033474
1776839645.1942937,1591,1,46602904,0,15,15,0,4270,2391,6000,306,37,0.06405,0.035865
1776839645.2946203,1591,1,46602900,0,15,16,0,4270,2391,6000,305,37,0.06832,0.035865
1776839645.3958573,1591,1,46602900,0,15,15,0,4270,2391,6000,306,37,0.06405,0.035865
1776839645.4965537,1591,1,46602898,0,15,14,0,4270,2391,6000,305,37,0.05978,0.035865
1776839645.5971782,1591,1,46602894,0,15,14,0,4270,2391,6000,306,37,0.05978,0.035865
1776839645.697535,1591,1,46602914,0,14,14,0,4270,2391,6000,306,37,0.05978,0.033474
1776839645.797824,1591,1,46602914,0,14,15,0,4270,2391,6000,306,37,0.06405,0.033474
1776839645.8982248,1591,1,46602922,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839645.9984593,1591,1,46602922,0,15,14,0,4270,2391,6000,306,37,0.05978,0.035865
1776839646.0985246,1591,1,46602936,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839646.1990938,1591,1,46602936,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839646.2994478,1591,1,46602942,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839646.399903,1591,1,46602948,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839646.500015,1591,1,46602936,0,15,14,0,4270,2391,6000,305,37,0.05978,0.035865
1776839646.6003935,1591,1,46602914,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839646.7005818,1591,1,46602914,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839646.8007562,1591,1,46602910,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839646.901525,1591,1,46602900,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839647.001903,1591,1,46602908,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839647.1022196,1591,1,46602904,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839647.2023702,1591,1,46602900,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839647.3026822,1591,1,46602894,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839647.4029756,1591,1,46602894,0,15,14,0,4270,2391,6000,305,37,0.05978,0.035865
1776839647.5036645,1591,1,46602894,0,15,14,0,4270,2391,6000,305,37,0.05978,0.035865
1776839647.6037376,1591,1,46602894,0,15,14,0,4270,2391,6000,305,37,0.05978,0.035865
1776839647.7038424,1591,1,46602894,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839647.8040712,1591,1,46602904,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839647.9042244,1591,1,46602894,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839648.0045667,1591,1,46602898,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839648.1049485,1591,1,46602904,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839648.2052703,1591,1,46602894,0,15,15,0,4270,2391,6000,305,37,0.06405,0.035865
1776839648.305426,1591,1,46602894,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
1776839648.405944,1591,1,46602894,0,14,14,0,4270,2391,6000,305,37,0.05978,0.033474
1776839648.5063198,1591,1,46602894,0,14,15,0,4270,2391,6000,305,37,0.06405,0.033474
